1,Cydonia,1,2,3,4,5
2,DeerJason,6,2,3,4,7
3,Napoleon,1,8,3,4,7
4,BradfordLee,1,2,3,9,7
5,Rosty,8,2,3,4,5
6,Duane,7,2,3,4,11
7,PNC,9,2,3,4,5
8,Joster,9,2,3,10,7
