1,Cersai,1,3,10,12,13
2,Dizdemon,1,3,10,9,13
3,DrHippi,2,6,11,8,14
4,GeorgeC,2,5,10,3,13
5,Grayj,2,7,11,4,13
6,Ikealyou,1,9,10,4,13
7,LikeaBawse,1,9,10,3,13
8,Viper,1,5,11,8,15
